,sentence,words,words_tag
73,가장 싼 피코크 벨기에 정통 다크초콜릿은 재고품 몇 개 남았어,"['가장', ' ', '싼', ' ', '피코크', ' ', '벨기에', ' ', '정통', ' ', '다크초콜릿', '은', ' ', '재고품', ' ', '몇', ' ', '개', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
74,가장 싼 오리온 감자엔소스닷 청양데리야끼는 재고품 몇 개 존재해,"['가장', ' ', '싼', ' ', '오리온', ' ', '감자엔소스닷', ' ', '청양데리야끼', '는', ' ', '재고품', ' ', '몇', ' ', '개', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
75,가장 싼 피코크 만두연구소 평양왕만두는 재고품 몇 개 살 수 있어,"['가장', ' ', '싼', ' ', '피코크', ' ', '만두연구소', ' ', '평양왕만두', '는', ' ', '재고품', ' ', '몇', ' ', '개', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
76,가장 싼 씨제이제일제당 비비고 포기배추김치는 재고품 몇 개 팔고 있어,"['가장', ' ', '싼', ' ', '씨제이제일제당', ' ', '비비고', ' ', '포기배추김치', '는', ' ', '재고품', ' ', '몇', ' ', '개', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
77,가장 싼 동광 젓갈 골라담기는 재고품 수량 어느 정도 있어,"['가장', ' ', '싼', ' ', '동광', ' ', '젓갈', ' ', '골라담기', '는', ' ', '재고품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
78,가장 싼 제주하루미 전통젓갈은 재고품 수량 어느 정도 남았어,"['가장', ' ', '싼', ' ', '제주하루미', ' ', '전통젓갈', '은', ' ', '재고품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
79,가장 싼 리코스 라운드 나쵸칩은 재고품 수량 어느 정도 존재해,"['가장', ' ', '싼', ' ', '리코스', ' ', '라운드', ' ', '나쵸칩', '은', ' ', '재고품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
80,가장 싼 내추럴초이스 아밀키 어나더밀크 아몬드 쇼콜라는 재고품 수량 어느 정도 살 수 있어,"['가장', ' ', '싼', ' ', '내추럴초이스', ' ', '아밀키', ' ', '어나더밀크', ' ', '아몬드', ' ', '쇼콜라', '는', ' ', '재고품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
81,가장 싼 삼립 소프트 치즈케익 미니는 재고품 수량 어느 정도 팔고 있어,"['가장', ' ', '싼', ' ', '삼립', ' ', '소프트', ' ', '치즈케익', ' ', '미니', '는', ' ', '재고품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
82,가장 싼 프란시아 모짜렐라는 재고품 얼마나 있어,"['가장', ' ', '싼', ' ', '프란시아', ' ', '모짜렐라', '는', ' ', '재고품', ' ', '얼마나', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
83,가장 싼 영덕게살 게살장 게딱지장 게간장 세트는 재고품 얼마나 남았어,"['가장', ' ', '싼', ' ', '영덕게살', ' ', '게살장', ' ', '게딱지장', ' ', '게간장', ' ', '세트', '는', ' ', '재고품', ' ', '얼마나', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
84,가장 싼 피코크 조선호텔 맛 김치는 재고품 얼마나 존재해,"['가장', ' ', '싼', ' ', '피코크', ' ', '조선호텔', ' ', '맛', ' ', '김치', '는', ' ', '재고품', ' ', '얼마나', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
85,가장 싼 개성감자만두는 재고품 얼마나 살 수 있어,"['가장', ' ', '싼', ' ', '개성감자만두', '는', ' ', '재고품', ' ', '얼마나', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
86,가장 싼 수원식갈비닭강정은 재고품 얼마나 팔고 있어,"['가장', ' ', '싼', ' ', '수원식갈비닭강정', '은', ' ', '재고품', ' ', '얼마나', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
87,가장 싼 제라드 까망베르치즈는 상품 몇 개 있어,"['가장', ' ', '싼', ' ', '제라드', ' ', '까망베르치즈', '는', ' ', '상품', ' ', '몇', ' ', '개', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
88,가장 싼 프랑스 프리미엄 바게트 샌드위치 파베이크는 상품 몇 개 남았어,"['가장', ' ', '싼', ' ', '프랑스', ' ', '프리미엄', ' ', '바게트', ' ', '샌드위치', ' ', '파베이크', '는', ' ', '상품', ' ', '몇', ' ', '개', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
89,가장 싼 국내산 수제 양념 돼지갈비는 상품 몇 개 존재해,"['가장', ' ', '싼', ' ', '국내산', ' ', '수제', ' ', '양념', ' ', '돼지갈비', '는', ' ', '상품', ' ', '몇', ' ', '개', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
90,가장 싼 네슬레 마일로는 상품 몇 개 살 수 있어,"['가장', ' ', '싼', ' ', '네슬레', ' ', '마일로', '는', ' ', '상품', ' ', '몇', ' ', '개', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
91,가장 싼 농심 감자깡은 상품 몇 개 팔고 있어,"['가장', ' ', '싼', ' ', '농심', ' ', '감자깡', '은', ' ', '상품', ' ', '몇', ' ', '개', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
92,가장 싼 깨구름찰떡은 상품 수량 어느 정도 있어,"['가장', ' ', '싼', ' ', '깨구름찰떡', '은', ' ', '상품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
93,가장 싼 우리존 열우물 연근 동치미는 상품 수량 어느 정도 남았어,"['가장', ' ', '싼', ' ', '우리존', ' ', '열우물', ' ', '연근', ' ', '동치미', '는', ' ', '상품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
94,가장 싼 큐원 베이킹파우더는 상품 수량 어느 정도 존재해,"['가장', ' ', '싼', ' ', '큐원', ' ', '베이킹파우더', '는', ' ', '상품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
95,가장 싼 노브랜드 감자 칩 오리지날은 상품 수량 어느 정도 살 수 있어,"['가장', ' ', '싼', ' ', '노브랜드', ' ', '감자', ' ', '칩', ' ', '오리지날', '은', ' ', '상품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
96,가장 싼 크라운 카라멜콘땅콩은 상품 수량 어느 정도 팔고 있어,"['가장', ' ', '싼', ' ', '크라운', ' ', '카라멜콘땅콩', '은', ' ', '상품', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
97,가장 싼 해뜰식품 자연이 만든 해뜰 겉절이 김치는 상품 얼마나 있어,"['가장', ' ', '싼', ' ', '해뜰식품', ' ', '자연이', ' ', '만든', ' ', '해뜰', ' ', '겉절이', ' ', '김치', '는', ' ', '상품', ' ', '얼마나', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
98,가장 싼 씨제이 쁘띠첼 파인애플은 상품 얼마나 남았어,"['가장', ' ', '싼', ' ', '씨제이', ' ', '쁘띠첼', ' ', '파인애플', '은', ' ', '상품', ' ', '얼마나', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
99,가장 싼 뽀로로 칼슘왕 치즈는 상품 얼마나 존재해,"['가장', ' ', '싼', ' ', '뽀로로', ' ', '칼슘왕', ' ', '치즈', '는', ' ', '상품', ' ', '얼마나', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
100,가장 싼 동원 하루두장 뼈가 좋아하는 고칼슘치즈는 상품 얼마나 살 수 있어,"['가장', ' ', '싼', ' ', '동원', ' ', '하루두장', ' ', '뼈가', ' ', '좋아하는', ' ', '고칼슘치즈', '는', ' ', '상품', ' ', '얼마나', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
101,가장 싼 티카 칩스 칠로에는 상품 얼마나 팔고 있어,"['가장', ' ', '싼', ' ', '티카', ' ', '칩스', ' ', '칠로에', '는', ' ', '상품', ' ', '얼마나', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
102,가장 저렴한 삼립 토스트를 위해 태어난 식빵은 몇 개 있어,"['가장', ' ', '저렴한', ' ', '삼립', ' ', '토스트를', ' ', '위해', ' ', '태어난', ' ', '식빵', '은', ' ', '몇', ' ', '개', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
103,가장 저렴한 프랑스 프리미엄 라이브레드 파베이크는 몇 개 남았어,"['가장', ' ', '저렴한', ' ', '프랑스', ' ', '프리미엄', ' ', '라이브레드', ' ', '파베이크', '는', ' ', '몇', ' ', '개', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
104,가장 저렴한 크라운 참쌀설병은 몇 개 존재해,"['가장', ' ', '저렴한', ' ', '크라운', ' ', '참쌀설병', '은', ' ', '몇', ' ', '개', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
105,가장 저렴한 삼양 핵불닭 떡볶이 용기는 몇 개 살 수 있어,"['가장', ' ', '저렴한', ' ', '삼양', ' ', '핵불닭', ' ', '떡볶이', ' ', '용기', '는', ' ', '몇', ' ', '개', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
106,가장 저렴한 츄파춥스 미니는 몇 개 팔고 있어,"['가장', ' ', '저렴한', ' ', '츄파춥스', ' ', '미니', '는', ' ', '몇', ' ', '개', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
107,가장 저렴한 롯데 기린 맘스 둥근달은 수량 어느 정도 있어,"['가장', ' ', '저렴한', ' ', '롯데', ' ', '기린', ' ', '맘스', ' ', '둥근달', '은', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
108,가장 저렴한 피코크 제대로 맛을 내는 갈치 조림 양념은 수량 어느 정도 남았어,"['가장', ' ', '저렴한', ' ', '피코크', ' ', '제대로', ' ', '맛을', ' ', '내는', ' ', '갈치', ' ', '조림', ' ', '양념', '은', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
109,가장 저렴한 독일 포도당캔디 뉴트리크라프트 스포츠 포도당정은 수량 어느 정도 존재해,"['가장', ' ', '저렴한', ' ', '독일', ' ', '포도당캔디', ' ', '뉴트리크라프트', ' ', '스포츠', ' ', '포도당정', '은', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
110,가장 저렴한 이봉원 안창살구이는 수량 어느 정도 살 수 있어,"['가장', ' ', '저렴한', ' ', '이봉원', ' ', '안창살구이', '는', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
111,가장 저렴한 알차닭 닭가슴살스테이크 갈릭은 수량 어느 정도 팔고 있어,"['가장', ' ', '저렴한', ' ', '알차닭', ' ', '닭가슴살스테이크', ' ', '갈릭', '은', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
112,가장 저렴한 피코크 울트라 빅 할라피뇨 후랑크 소시지는 얼마나 있어,"['가장', ' ', '저렴한', ' ', '피코크', ' ', '울트라', ' ', '빅', ' ', '할라피뇨', ' ', '후랑크', ' ', '소시지', '는', ' ', '얼마나', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
113,가장 저렴한 프링글스 오리지날은 얼마나 남았어,"['가장', ' ', '저렴한', ' ', '프링글스', ' ', '오리지날', '은', ' ', '얼마나', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
114,가장 저렴한 네니아플러스 네니아우리밀흑미찐빵은 얼마나 존재해,"['가장', ' ', '저렴한', ' ', '네니아플러스', ' ', '네니아우리밀흑미찐빵', '은', ' ', '얼마나', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
115,가장 저렴한 아이스 고구마 맛탕은 얼마나 살 수 있어,"['가장', ' ', '저렴한', ' ', '아이스', ' ', '고구마', ' ', '맛탕', '은', ' ', '얼마나', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
116,가장 저렴한 허쉬 토피넛앤초코바는 얼마나 팔고 있어,"['가장', ' ', '저렴한', ' ', '허쉬', ' ', '토피넛앤초코바', '는', ' ', '얼마나', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
117,가장 저렴한 오리온 오그래놀라바 검은콩은 재고 몇 개 있어,"['가장', ' ', '저렴한', ' ', '오리온', ' ', '오그래놀라바', ' ', '검은콩', '은', ' ', '재고', ' ', '몇', ' ', '개', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
118,가장 저렴한 카카오 치즈 큐빅 햄맛은 재고 몇 개 남았어,"['가장', ' ', '저렴한', ' ', '카카오', ' ', '치즈', ' ', '큐빅', ' ', '햄맛', '은', ' ', '재고', ' ', '몇', ' ', '개', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
119,가장 저렴한 더김치 백김치는 재고 몇 개 존재해,"['가장', ' ', '저렴한', ' ', '더김치', ' ', '백김치', '는', ' ', '재고', ' ', '몇', ' ', '개', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
120,가장 저렴한 포기김치는 재고 몇 개 살 수 있어,"['가장', ' ', '저렴한', ' ', '포기김치', '는', ' ', '재고', ' ', '몇', ' ', '개', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
121,가장 저렴한 덴마크 츄썸키위는 재고 몇 개 팔고 있어,"['가장', ' ', '저렴한', ' ', '덴마크', ' ', '츄썸키위', '는', ' ', '재고', ' ', '몇', ' ', '개', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
122,가장 저렴한 미니 에담스틱은 재고 수량 어느 정도 있어,"['가장', ' ', '저렴한', ' ', '미니', ' ', '에담스틱', '은', ' ', '재고', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
123,가장 저렴한 무항생제인증 바른목장 멸균우유는 재고 수량 어느 정도 남았어,"['가장', ' ', '저렴한', ' ', '무항생제인증', ' ', '바른목장', ' ', '멸균우유', '는', ' ', '재고', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
124,가장 저렴한 마음심은 이종임 열무김치는 재고 수량 어느 정도 존재해,"['가장', ' ', '저렴한', ' ', '마음심은', ' ', '이종임', ' ', '열무김치', '는', ' ', '재고', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
125,가장 저렴한 매일 상하목장 유기농우유는 재고 수량 어느 정도 살 수 있어,"['가장', ' ', '저렴한', ' ', '매일', ' ', '상하목장', ' ', '유기농우유', '는', ' ', '재고', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
126,가장 저렴한 개성담백왕교자는 재고 수량 어느 정도 팔고 있어,"['가장', ' ', '저렴한', ' ', '개성담백왕교자', '는', ' ', '재고', ' ', '수량', ' ', '어느', ' ', '정도', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
127,가장 저렴한 프란시아 리코타는 재고 얼마나 있어,"['가장', ' ', '저렴한', ' ', '프란시아', ' ', '리코타', '는', ' ', '재고', ' ', '얼마나', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
128,가장 저렴한 종가집 유기농 썰은백김치는 재고 얼마나 남았어,"['가장', ' ', '저렴한', ' ', '종가집', ' ', '유기농', ' ', '썰은백김치', '는', ' ', '재고', ' ', '얼마나', ' ', '남았어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
129,가장 저렴한 건표고버섯볶음은 재고 얼마나 존재해,"['가장', ' ', '저렴한', ' ', '건표고버섯볶음', '은', ' ', '재고', ' ', '얼마나', ' ', '존재해']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-']"
130,가장 저렴한 종가집 열무김치는 재고 얼마나 살 수 있어,"['가장', ' ', '저렴한', ' ', '종가집', ' ', '열무김치', '는', ' ', '재고', ' ', '얼마나', ' ', '살', ' ', '수', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
131,가장 저렴한 피코크 제대로 맛을 내는 해물탕 양념 소스는 재고 얼마나 팔고 있어,"['가장', ' ', '저렴한', ' ', '피코크', ' ', '제대로', ' ', '맛을', ' ', '내는', ' ', '해물탕', ' ', '양념', ' ', '소스', '는', ' ', '재고', ' ', '얼마나', ' ', '팔고', ' ', '있어']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
